Strategy,Model,Subject,Question_Number,Difficulty,Runtime,Status,Question,Correct_Answer,Model_Answer
chain-of-thought,gpt-4o,geometry,9,Medium,4.29,Correct,"A cube has an edge length of 41 inches. What is the volume, in cubic inches, of the cube?",D,D
chain-of-thought,gpt-4o,geometry,32,Medium,6.71,Correct,"Two nearby trees are perpendicular to the ground, which is flat. One of these trees is 10 feet tall and has a shadow that is 5 feet long. At the same time, the shadow of the other tree is 2 feet long. How tall, in feet, is the other tree?",B,B
chain-of-thought,gpt-4o,geometry,3,Easy,10.9,Correct,"The side length of a square is 55 centimeters (cm). What is the area, in cm², of the square?",C,C
chain-of-thought,gpt-4o,geometry,11,Medium,8.57,Correct,"A manufacturing company produces two sizes of cylindrical containers that each have a height of 50 centimeters. The radius of container A is 16 centimeters, and the radius of container B is 25% longer than the radius of container A. What is the volume, in cubic centimeters, of container B?",B,B
chain-of-thought,gpt-4o,geometry,7,Medium,2.26,Correct,"What is the volume, in cubic centimeters, of a right rectangular prism that has a length of 4 centimeters, a width of 9 centimeters, and a height of 10 centimeters?",360,360
chain-of-thought,gpt-4o,geometry,1,Medium,6.16,Correct,"A right circular cylinder has a volume of 45π. If the height of the cylinder is 5, what is the radius of the cylinder?",A,A
chain-of-thought,gpt-4o,geometry,31,Easy,5.9,Correct,"In triangle XYZ, the measure of angle X is 24° and the measure of angle Y is 98°. What is the measure of angle Z?",A,A
chain-of-thought,gpt-4o,geometry,10,Medium,6.8,Correct,"A cylinder has a diameter of 8 inches and a height of 12 inches. What is the volume, in cubic inches, of the cylinder?",C,C
chain-of-thought,gpt-4o,geometry,19,Hard,11.05,Correct,"A right rectangular prism has a length of 28 centimeters (cm), a width of 15 cm, and a height of 16 cm. What is the surface area, in cm², of the right rectangular prism?",2216,2216
chain-of-thought,gpt-4o,geometry,42,Medium,18.39,Correct,"In right triangle RST, the sum of the measures of angle R and angle S is 90 degrees. The value of sin(R) is √15/4. What is the value of cos(S)?",B,B
chain-of-thought,gpt-4o,geometry,2,Hard,10.76,Correct,Square A has side lengths that are 166 times the side lengths of square B. The area of square A is k times the area of square B. What is the value of k?,27556,27556
chain-of-thought,gpt-4o,geometry,34,Hard,23.54,Correct,"In triangles LMN and RST, angles L and R each have measure 60°, LN = 10, and RT = 30. Which additional piece of information is sufficient to prove that triangle LMN is similar to triangle RST?",D,D
chain-of-thought,gpt-4o,geometry,37,Hard,4.5,Correct,"Triangle XYZ is similar to triangle RST such that X, Y, and Z correspond to R, S, and T, respectively. The measure of ∠Z is 20° and 2XY = RS. What is the measure of ∠T?",C,C
chain-of-thought,gpt-4o,geometry,18,Hard,12.59,Correct,"A rectangular poster has an area of 360 square inches. A copy of the poster is made in which the length and width of the original poster are each increased by 20%. What is the area of the copy, in square inches?",518.4,518.4
chain-of-thought,gpt-4o,geometry,14,Hard,4.33,Correct,A right circular cone has a height of 22 centimeters (cm) and a base with a diameter of 6 cm. The volume of this cone is nπ cm³. What is the value of n?,66,66
chain-of-thought,llama-3.1-70b,geometry,3,Easy,7.96,Correct,"The side length of a square is 55 centimeters (cm). What is the area, in cm², of the square?",C,C
chain-of-thought,llama-3.1-70b,geometry,34,Hard,1.18,Correct,"In triangles LMN and RST, angles L and R each have measure 60°, LN = 10, and RT = 30. Which additional piece of information is sufficient to prove that triangle LMN is similar to triangle RST?",D,D
chain-of-thought,llama-3.1-70b,geometry,4,Medium,10.27,Correct,What is the length of one side of a square that has the same area as a circle with radius 2?,C,C
chain-of-thought,llama-3.1-70b,geometry,10,Medium,9.81,Correct,"A cylinder has a diameter of 8 inches and a height of 12 inches. What is the volume, in cubic inches, of the cylinder?",C,C
chain-of-thought,llama-3.1-70b,geometry,18,Hard,13.93,Correct,"A rectangular poster has an area of 360 square inches. A copy of the poster is made in which the length and width of the original poster are each increased by 20%. What is the area of the copy, in square inches?",518.4,518.4
chain-of-thought,llama-3.1-70b,geometry,2,Hard,1.15,Correct,Square A has side lengths that are 166 times the side lengths of square B. The area of square A is k times the area of square B. What is the value of k?,27556,27556
chain-of-thought,llama-3.1-70b,geometry,37,Hard,0.82,Correct,"Triangle XYZ is similar to triangle RST such that X, Y, and Z correspond to R, S, and T, respectively. The measure of ∠Z is 20° and 2XY = RS. What is the measure of ∠T?",C,C
chain-of-thought,llama-3.1-70b,geometry,41,Medium,8.0,Correct,"Triangle FGH is similar to triangle JKL, where angle F corresponds to angle J and angles G and K are right angles. If sin(F) = 308/317, what is the value of sin(J)?",B,B
chain-of-thought,llama-3.1-70b,geometry,42,Medium,5.34,Correct,"In right triangle RST, the sum of the measures of angle R and angle S is 90 degrees. The value of sin(R) is √15/4. What is the value of cos(S)?",B,B
chain-of-thought,llama-3.1-70b,geometry,15,Medium,5.39,Correct,"A circle has a circumference of 31π centimeters. What is the diameter, in centimeters, of the circle?",31,31
chain-of-thought,llama-3.1-70b,geometry,39,Medium,0.82,Correct,"Triangle ABC is similar to triangle XYZ, such that A, B, and C correspond to X, Y, and Z respectively. The length of each side of triangle XYZ is 2 times the length of its corresponding side in triangle ABC. The measure of side AB is 16. What is the measure of side XY?",D,D
chain-of-thought,llama-3.1-70b,geometry,49,Hard,9.68,Correct,"The perimeter of an equilateral triangle is 624 centimeters. The height of this triangle is k√3 centimeters, where k is a constant. What is the value of k?",104,104
chain-of-thought,llama-3.1-70b,geometry,16,Hard,9.37,Correct,"A manufacturer determined that right cylindrical containers with a height that is 4 inches longer than the radius offer the optimal number of containers to be displayed on a shelf. Which of the following expresses the volume, V, in cubic inches, of such containers, where r is the radius, in inches?",D,D
chain-of-thought,llama-3.1-70b,geometry,7,Medium,6.66,Correct,"What is the volume, in cubic centimeters, of a right rectangular prism that has a length of 4 centimeters, a width of 9 centimeters, and a height of 10 centimeters?",360,360
chain-of-thought,llama-3.1-70b,geometry,6,Easy,5.69,Correct,"The area of a square is 64 square inches. What is the side length, in inches, of this square?",A,A
chain-of-thought,llama-3.1-70b,geometry,40,Easy,0.92,Correct,"In triangle XYZ, the measure of angle X is 23° and the measure of angle Y is 66°. What is the measure of angle Z?",C,C
chain-of-thought,llama-3.1-70b,geometry,5,Medium,10.81,Correct,"Square X has a side length of 12 centimeters. The perimeter of square Y is 2 times the perimeter of square X. What is the length, in centimeters, of one side of square Y?",D,D
chain-of-thought,llama-3.1-70b,geometry,8,Hard,14.52,Correct,"A cube has an edge length of 68 inches. A solid sphere with a radius of 34 inches is inside the cube, such that the sphere touches the center of each face of the cube. To the nearest cubic inch, what is the volume of the space in the cube not taken up by the sphere?",A,A
chain-of-thought,llama-3.1-405b,geometry,3,Easy,6.9,Correct,"The side length of a square is 55 centimeters (cm). What is the area, in cm², of the square?",C,C
chain-of-thought,llama-3.1-405b,geometry,4,Medium,9.41,Correct,What is the length of one side of a square that has the same area as a circle with radius 2?,C,C
chain-of-thought,llama-3.1-405b,geometry,10,Medium,7.51,Correct,"A cylinder has a diameter of 8 inches and a height of 12 inches. What is the volume, in cubic inches, of the cylinder?",C,C
chain-of-thought,llama-3.1-405b,geometry,18,Hard,13.42,Correct,"A rectangular poster has an area of 360 square inches. A copy of the poster is made in which the length and width of the original poster are each increased by 20%. What is the area of the copy, in square inches?",518.4,518.4
chain-of-thought,llama-3.1-405b,geometry,2,Hard,9.41,Correct,Square A has side lengths that are 166 times the side lengths of square B. The area of square A is k times the area of square B. What is the value of k?,27556,27556
chain-of-thought,llama-3.1-405b,geometry,37,Hard,6.68,Correct,"Triangle XYZ is similar to triangle RST such that X, Y, and Z correspond to R, S, and T, respectively. The measure of ∠Z is 20° and 2XY = RS. What is the measure of ∠T?",C,C
chain-of-thought,llama-3.1-405b,geometry,41,Medium,5.91,Correct,"Triangle FGH is similar to triangle JKL, where angle F corresponds to angle J and angles G and K are right angles. If sin(F) = 308/317, what is the value of sin(J)?",B,B
chain-of-thought,llama-3.1-405b,geometry,42,Medium,4.69,Correct,"In right triangle RST, the sum of the measures of angle R and angle S is 90 degrees. The value of sin(R) is √15/4. What is the value of cos(S)?",B,B
chain-of-thought,llama-3.1-405b,geometry,49,Hard,6.61,Correct,"The perimeter of an equilateral triangle is 624 centimeters. The height of this triangle is k√3 centimeters, where k is a constant. What is the value of k?",104,104
chain-of-thought,llama-3.1-405b,geometry,16,Hard,5.84,Correct,"A manufacturer determined that right cylindrical containers with a height that is 4 inches longer than the radius offer the optimal number of containers to be displayed on a shelf. Which of the following expresses the volume, V, in cubic inches, of such containers, where r is the radius, in inches?",D,D
chain-of-thought,llama-3.1-405b,geometry,6,Easy,6.85,Correct,"The area of a square is 64 square inches. What is the side length, in inches, of this square?",A,A
chain-of-thought,llama-3.1-405b,geometry,40,Easy,6.42,Correct,"In triangle XYZ, the measure of angle X is 23° and the measure of angle Y is 66°. What is the measure of angle Z?",C,C
chain-of-thought,llama-3.1-405b,geometry,5,Medium,8.16,Correct,"Square X has a side length of 12 centimeters. The perimeter of square Y is 2 times the perimeter of square X. What is the length, in centimeters, of one side of square Y?",D,D
chain-of-thought,llama-3.1-405b,geometry,13,Hard,13.56,Correct,"A cube has a volume of 474,552 cubic units. What is the surface area, in square units, of the cube?",36504,36504
chain-of-thought,llama-3.1-405b,geometry,8,Hard,10.9,Correct,"A cube has an edge length of 68 inches. A solid sphere with a radius of 34 inches is inside the cube, such that the sphere touches the center of each face of the cube. To the nearest cubic inch, what is the volume of the space in the cube not taken up by the sphere?",A,A
chain-of-thought,gpt-4,geometry,17,Easy,10.16,Correct,"Triangle ABC and triangle DEF are similar triangles, where AB and DE are corresponding sides. If DE = 2AB and the perimeter of triangle ABC is 20, what is the perimeter of triangle DEF?",B,B
chain-of-thought,gpt-4,geometry,30,Hard,32.04,Correct,"In triangle ABC, the measure of angle B is 90° and BD is an altitude of the triangle. The length of AB is 15 and the length of AC is 23 greater than the length of AB. What is the value of BC/BD?",D,D
chain-of-thought,gpt-4,geometry,14,Hard,9.52,Correct,A right circular cone has a height of 22 centimeters (cm) and a base with a diameter of 6 cm. The volume of this cone is nπ cm³. What is the value of n?,66,66
chain-of-thought,gpt-4,geometry,6,Easy,31.57,Correct,"The area of a square is 64 square inches. What is the side length, in inches, of this square?",A,A
chain-of-thought,gpt-4,geometry,3,Easy,25.15,Correct,"The side length of a square is 55 centimeters (cm). What is the area, in cm², of the square?",C,C
chain-of-thought,gpt-4,geometry,20,Easy,5.82,Correct,"What is the area, in square centimeters, of a rectangle with a length of 34 centimeters (cm) and a width of 29 cm?",986,986
chain-of-thought,gpt-4,geometry,39,Medium,34.41,Correct,"Triangle ABC is similar to triangle XYZ, such that A, B, and C correspond to X, Y, and Z respectively. The length of each side of triangle XYZ is 2 times the length of its corresponding side in triangle ABC. The measure of side AB is 16. What is the measure of side XY?",D,D
chain-of-thought,gpt-4,geometry,1,Medium,5.93,Correct,"A right circular cylinder has a volume of 45π. If the height of the cylinder is 5, what is the radius of the cylinder?",A,A
chain-of-thought,gpt-4,geometry,41,Medium,28.39,Correct,"Triangle FGH is similar to triangle JKL, where angle F corresponds to angle J and angles G and K are right angles. If sin(F) = 308/317, what is the value of sin(J)?",B,B
chain-of-thought,gpt-4,geometry,31,Easy,23.68,Correct,"In triangle XYZ, the measure of angle X is 24° and the measure of angle Y is 98°. What is the measure of angle Z?",A,A
chain-of-thought,gpt-4,geometry,12,Easy,7.08,Correct,"A rectangle has an area of 63 square meters and a length of 9 meters. What is the width, in meters, of the rectangle?",A,A
chain-of-thought,gpt-4,geometry,5,Medium,22.72,Correct,"Square X has a side length of 12 centimeters. The perimeter of square Y is 2 times the perimeter of square X. What is the length, in centimeters, of one side of square Y?",D,D
chain-of-thought,gpt-4,geometry,32,Medium,7.66,Correct,"Two nearby trees are perpendicular to the ground, which is flat. One of these trees is 10 feet tall and has a shadow that is 5 feet long. At the same time, the shadow of the other tree is 2 feet long. How tall, in feet, is the other tree?",B,B
chain-of-thought,gpt-4,geometry,7,Medium,7.39,Correct,"What is the volume, in cubic centimeters, of a right rectangular prism that has a length of 4 centimeters, a width of 9 centimeters, and a height of 10 centimeters?",360,360
chain-of-thought,gpt-4,geometry,2,Hard,25.53,Correct,Square A has side lengths that are 166 times the side lengths of square B. The area of square A is k times the area of square B. What is the value of k?,27556,27556
chain-of-thought,gpt-4,geometry,37,Hard,25.57,Correct,"Triangle XYZ is similar to triangle RST such that X, Y, and Z correspond to R, S, and T, respectively. The measure of ∠Z is 20° and 2XY = RS. What is the measure of ∠T?",C,C
chain-of-thought,gemini-1.5-flash,reading_comp,N/A,Medium,11.66,Incorrect,N/A,A,B
chain-of-thought,gemini-1.5-flash,reading_comp,N/A,Medium,9.52,Incorrect,N/A,C,D
chain-of-thought,llama-3.1-8b,reading_comp,N/A,Medium,8.85,Incorrect,N/A,A,C
chain-of-thought,llama-3.1-8b,reading_comp,N/A,Hard,2.82,Incorrect,N/A,D,C
chain-of-thought,llama-3.1-8b,reading_comp,N/A,Medium,14.09,Incorrect,N/A,D,B
chain-of-thought,llama-3.1-70b,reading_comp,N/A,Medium,2.79,Incorrect,N/A,D,B
chain-of-thought,llama-3.1-70b,reading_comp,N/A,Medium,3.55,Incorrect,N/A,A,B
chain-of-thought,llama-3.1-70b,reading_comp,N/A,Hard,1.38,Incorrect,N/A,D,C
chain-of-thought,llama-3.1-70b,reading_comp,N/A,Hard,8.11,Incorrect,N/A,D,A
chain-of-thought,llama-3.1-70b,reading_comp,N/A,Medium,1.78,Incorrect,N/A,B,A
chain-of-thought,llama-3.1-70b,reading_comp,N/A,Medium,1.36,Incorrect,N/A,D,C
chain-of-thought,llama-3.1-405b,reading_comp,N/A,Hard,12.23,Incorrect,N/A,D,C
chain-of-thought,llama-3.1-405b,reading_comp,N/A,Medium,13.33,Incorrect,N/A,A,C
chain-of-thought,llama-3.1-405b,reading_comp,N/A,Hard,7.81,Incorrect,N/A,D,A
chain-of-thought,llama-3.1-405b,reading_comp,N/A,Hard,8.78,Incorrect,N/A,D,A
chain-of-thought,gemini-1.5-flash,expression_of_ideas,N/A,Medium,9.38,Incorrect,N/A,A,D
chain-of-thought,gemini-1.5-flash,expression_of_ideas,N/A,Medium,9.89,Incorrect,N/A,B,A
chain-of-thought,gemini-1.5-flash,expression_of_ideas,N/A,Medium,7.77,Incorrect,N/A,B,A
chain-of-thought,gemini-1.5-flash,expression_of_ideas,N/A,Medium,11.01,Incorrect,N/A,D,B
chain-of-thought,gemini-1.5-flash,expression_of_ideas,N/A,Medium,8.66,Incorrect,N/A,D,B
chain-of-thought,gemini-1.5-flash,expression_of_ideas,N/A,Medium,8.53,Incorrect,N/A,B,A
chain-of-thought,gemini-1.5-flash,expression_of_ideas,N/A,Medium,12.0,Incorrect,N/A,D,B
chain-of-thought,gpt-4o-mini,reading_comp,N/A,Hard,16.38,Incorrect,N/A,A,D
chain-of-thought,gpt-4o-mini,reading_comp,N/A,Hard,7.52,Incorrect,N/A,D,A
chain-of-thought,gpt-4,reading_comp,N/A,Hard,0.13,Incorrect,N/A,D,C
chain-of-thought,gpt-4,reading_comp,N/A,Hard,1.87,Incorrect,N/A,D,C
chain-of-thought,gpt-4,reading_comp,N/A,Hard,27.88,Incorrect,N/A,A,C
chain-of-thought,gpt-4,reading_comp,N/A,Medium,0.17,Incorrect,N/A,D,C
chain-of-thought,gpt-4,reading_comp,N/A,Easy,0.21,Incorrect,N/A,D,C
chain-of-thought,gpt-4,reading_comp,N/A,Easy,0.26,Incorrect,N/A,D,C
chain-of-thought,gpt-4,reading_comp,N/A,Medium,20.01,Incorrect,N/A,A,C
chain-of-thought,gpt-4,reading_comp,N/A,Hard,6.1,Incorrect,N/A,D,C
chain-of-thought,gpt-4,reading_comp,N/A,Medium,35.01,Incorrect,N/A,A,C
chain-of-thought,gpt-4,reading_comp,N/A,Medium,22.42,Incorrect,N/A,D,C
chain-of-thought,gpt-4,reading_comp,N/A,Easy,31.67,Incorrect,N/A,D,C
chain-of-thought,gpt-4,reading_comp,N/A,Hard,9.0,Incorrect,N/A,A,C
chain-of-thought,gpt-4,reading_comp,N/A,Medium,0.09,Incorrect,N/A,D,C
chain-of-thought,gpt-4,reading_comp,N/A,Easy,1.66,Incorrect,N/A,B,C
chain-of-thought,gpt-4,reading_comp,N/A,Easy,25.61,Incorrect,N/A,B,C
chain-of-thought,gpt-4,reading_comp,N/A,Medium,0.08,Incorrect,N/A,B,C
chain-of-thought,gpt-4,reading_comp,N/A,Medium,29.77,Incorrect,N/A,A,C
chain-of-thought,gpt-4,reading_comp,N/A,Medium,24.79,Incorrect,N/A,B,C
chain-of-thought,gpt-4,reading_comp,N/A,Medium,0.08,Incorrect,N/A,A,C
chain-of-thought,gpt-4,reading_comp,N/A,Medium,29.07,Incorrect,N/A,A,C
chain-of-thought,gpt-4,reading_comp,N/A,Medium,0.08,Incorrect,N/A,A,C
chain-of-thought,gpt-4,reading_comp,N/A,Medium,19.78,Incorrect,N/A,B,C
chain-of-thought,gpt-4,reading_comp,N/A,Medium,0.12,Incorrect,N/A,A,C
chain-of-thought,gpt-4o,reading_comp,N/A,Hard,35.95,Incorrect,N/A,D,A
chain-of-thought,gpt-4o,reading_comp,N/A,Hard,24.11,Incorrect,N/A,D,C
chain-of-thought,gpt-4o,reading_comp,N/A,Medium,29.99,Incorrect,N/A,C,B
chain-of-thought,gpt-4o,reading_comp,N/A,Hard,32.62,Incorrect,N/A,C,B
chain-of-thought,gpt-4o,reading_comp,N/A,Medium,0,Incorrect,N/A,D,
chain-of-thought,gpt-4o,reading_comp,N/A,Medium,0,Incorrect,N/A,A,
chain-of-thought,gpt-4o,reading_comp,N/A,Medium,0,Incorrect,N/A,C,
chain-of-thought,gpt-4o,reading_comp,N/A,Medium,0,Incorrect,N/A,A,
chain-of-thought,gpt-4o,reading_comp,N/A,Medium,23.98,Incorrect,N/A,B,A
chain-of-thought,gpt-4o-mini,expression_of_ideas,N/A,Hard,9.42,Incorrect,N/A,A,
chain-of-thought,gpt-4o-mini,expression_of_ideas,N/A,Medium,8.34,Incorrect,N/A,A,D
chain-of-thought,gpt-4o-mini,expression_of_ideas,N/A,Medium,24.43,Incorrect,N/A,D,B
chain-of-thought,gpt-4o-mini,expression_of_ideas,N/A,Hard,21.73,Incorrect,N/A,A,B
chain-of-thought,gpt-4o-mini,expression_of_ideas,N/A,Medium,11.8,Incorrect,N/A,B,D
chain-of-thought,gpt-4o-mini,expression_of_ideas,N/A,Medium,14.99,Incorrect,N/A,B,A
chain-of-thought,llama-3.1-8b,expression_of_ideas,N/A,Medium,3.87,Incorrect,N/A,A,C
chain-of-thought,llama-3.1-8b,expression_of_ideas,N/A,Medium,3.48,Incorrect,N/A,D,A
chain-of-thought,llama-3.1-8b,expression_of_ideas,N/A,Medium,22.45,Incorrect,N/A,C,A
chain-of-thought,llama-3.1-8b,expression_of_ideas,N/A,Medium,12.42,Incorrect,N/A,A,C
chain-of-thought,llama-3.1-8b,expression_of_ideas,N/A,Medium,12.95,Incorrect,N/A,B,C
chain-of-thought,llama-3.1-8b,expression_of_ideas,N/A,Medium,3.32,Incorrect,N/A,B,A
chain-of-thought,llama-3.1-8b,expression_of_ideas,N/A,Medium,32.1,Incorrect,N/A,B,A
chain-of-thought,llama-3.1-70b,expression_of_ideas,N/A,Easy,2.08,Incorrect,N/A,A,C
chain-of-thought,llama-3.1-70b,expression_of_ideas,N/A,Medium,1.02,Incorrect,N/A,A,D
chain-of-thought,llama-3.1-70b,expression_of_ideas,N/A,Medium,7.95,Incorrect,N/A,B,C
chain-of-thought,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.84,Incorrect,N/A,B,A
chain-of-thought,llama-3.1-405b,expression_of_ideas,N/A,Medium,45.41,Incorrect,N/A,A,C
chain-of-thought,llama-3.1-405b,expression_of_ideas,N/A,Medium,53.29,Incorrect,N/A,D,C
chain-of-thought,llama-3.1-405b,expression_of_ideas,N/A,Medium,9.26,Incorrect,N/A,C,A
chain-of-thought,llama-3.1-405b,expression_of_ideas,N/A,Medium,7.47,Incorrect,N/A,B,C
chain-of-thought,llama-3.1-405b,expression_of_ideas,N/A,Medium,7.76,Incorrect,N/A,B,A
chain-of-thought,gpt-4,expression_of_ideas,N/A,Hard,0.08,Incorrect,N/A,B,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Medium,0.08,Incorrect,N/A,A,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Medium,1.14,Incorrect,N/A,D,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Easy,0.08,Incorrect,N/A,D,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Hard,1.23,Incorrect,N/A,A,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Hard,28.13,Incorrect,N/A,D,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Medium,27.05,Incorrect,N/A,A,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Hard,0.08,Incorrect,N/A,D,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Medium,7.09,Incorrect,N/A,B,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Medium,38.54,Incorrect,N/A,B,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Medium,23.53,Incorrect,N/A,B,A
chain-of-thought,gpt-4,expression_of_ideas,N/A,Medium,0.09,Incorrect,N/A,A,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Medium,28.82,Incorrect,N/A,A,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Medium,22.89,Incorrect,N/A,B,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Medium,6.89,Incorrect,N/A,A,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Medium,0.07,Incorrect,N/A,B,C
chain-of-thought,gpt-4,expression_of_ideas,N/A,Medium,0.08,Incorrect,N/A,B,C
chain-of-thought,gpt-4o,expression_of_ideas,N/A,Medium,0,Incorrect,N/A,D,
chain-of-thought,gpt-4o,expression_of_ideas,N/A,Hard,17.59,Incorrect,N/A,B,C
chain-of-thought,gpt-4o,expression_of_ideas,N/A,Medium,23.07,Incorrect,N/A,D,C
chain-of-thought,gpt-4o,expression_of_ideas,N/A,Medium,11.53,Incorrect,N/A,A,D
chain-of-thought,gpt-4o,expression_of_ideas,N/A,Medium,5.84,Incorrect,N/A,B,C
chain-of-thought,gpt-4o,expression_of_ideas,N/A,Medium,10.05,Incorrect,N/A,C,A
chain-of-thought,gpt-4,algebra,N/A,Easy,30.65,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Hard,7.4,Incorrect,N/A,D,60
chain-of-thought,gpt-4,algebra,N/A,Easy,26.61,Incorrect,N/A,40,60
chain-of-thought,gpt-4,algebra,N/A,Easy,24.91,Incorrect,N/A,C,60
chain-of-thought,gpt-4,algebra,N/A,Medium,27.02,Incorrect,N/A,B,60
chain-of-thought,gpt-4,algebra,N/A,Hard,7.61,Incorrect,N/A,D,60
chain-of-thought,gpt-4,algebra,N/A,Medium,7.88,Incorrect,N/A,2,60
chain-of-thought,gpt-4,algebra,N/A,Easy,8.13,Incorrect,N/A,1/5,60
chain-of-thought,gpt-4,algebra,N/A,Medium,28.55,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Hard,3.06,Incorrect,N/A,C,60
chain-of-thought,gpt-4,algebra,N/A,Hard,8.06,Incorrect,N/A,16/17,A
chain-of-thought,gpt-4,algebra,N/A,Easy,30.23,Incorrect,N/A,D,60
chain-of-thought,gpt-4,algebra,N/A,Easy,24.64,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Easy,5.72,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Easy,6.2,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Hard,12.91,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Easy,2.49,Incorrect,N/A,C,60
chain-of-thought,gpt-4,algebra,N/A,Hard,0.58,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Hard,34.61,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Medium,24.19,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Hard,0.73,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Easy,28.88,Incorrect,N/A,The object is moving at a rate of 16 inches per second.,60
chain-of-thought,gpt-4,algebra,N/A,Medium,27.0,Incorrect,N/A,x: 0 → 39; 1 → 39; 2 → 39,60
chain-of-thought,gpt-4,algebra,N/A,Medium,0.28,Incorrect,N/A,9,60
chain-of-thought,gpt-4,algebra,N/A,Medium,32.2,Incorrect,N/A,D,60
chain-of-thought,gpt-4,algebra,N/A,Medium,10.16,Incorrect,N/A,8,D
chain-of-thought,gpt-4,algebra,N/A,Medium,0.6,Incorrect,N/A,2,60
chain-of-thought,gpt-4,algebra,N/A,Medium,2.32,Incorrect,N/A,2.00,60
chain-of-thought,gpt-4,algebra,N/A,Medium,1.76,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Medium,26.94,Incorrect,N/A,D,60
chain-of-thought,gpt-4,algebra,N/A,Medium,0.29,Incorrect,N/A,11,60
chain-of-thought,gpt-4,algebra,N/A,Medium,7.19,Incorrect,N/A,3/17,60
chain-of-thought,gpt-4,algebra,N/A,Medium,27.02,Incorrect,N/A,33,60
chain-of-thought,gpt-4,algebra,N/A,Medium,20.09,Incorrect,N/A,-2,60
chain-of-thought,gpt-4,algebra,N/A,Medium,0.59,Incorrect,N/A,"{'x': -17, 'y': 0}",60
chain-of-thought,gpt-4,algebra,N/A,Medium,0.35,Incorrect,N/A,5,60
chain-of-thought,gpt-4,algebra,N/A,Medium,0.89,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Medium,0.32,Incorrect,N/A,"{'choice': 'A', 'value': '−1/3'}",60
chain-of-thought,gpt-4,algebra,N/A,Medium,8.94,Incorrect,N/A,"['1/2', '0.5']",A
chain-of-thought,gpt-4,algebra,N/A,Medium,7.01,Incorrect,N/A,C,60
chain-of-thought,gpt-4,algebra,N/A,Medium,0.28,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Medium,0.52,Incorrect,N/A,B,60
chain-of-thought,gpt-4,algebra,N/A,Medium,1.93,Incorrect,N/A,C,60
chain-of-thought,gpt-4,algebra,N/A,Medium,29.9,Incorrect,N/A,D,60
chain-of-thought,gpt-4,algebra,N/A,Medium,4.92,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Medium,28.35,Incorrect,N/A,74,60
chain-of-thought,gpt-4,algebra,N/A,Medium,0.28,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Medium,0.34,Incorrect,N/A,B,60
chain-of-thought,gpt-4,algebra,N/A,Medium,0.29,Incorrect,N/A,3/2,60
chain-of-thought,gpt-4,algebra,N/A,Medium,2.0,Incorrect,N/A,3/2,60
chain-of-thought,gpt-4,algebra,N/A,Medium,9.88,Incorrect,N/A,3/2,60
chain-of-thought,gpt-4,algebra,N/A,Medium,33.92,Incorrect,N/A,3/2,60
chain-of-thought,gpt-4,algebra,N/A,Medium,2.59,Incorrect,N/A,C,60
chain-of-thought,gpt-4,algebra,N/A,Medium,0.73,Incorrect,N/A,B,60
chain-of-thought,gpt-4,algebra,N/A,Medium,23.49,Incorrect,N/A,C,19
chain-of-thought,gpt-4,algebra,N/A,Medium,0.29,Incorrect,N/A,A,60
chain-of-thought,gpt-4,algebra,N/A,Medium,7.66,Incorrect,N/A,C,60
chain-of-thought,gpt-4,algebra,N/A,Medium,7.83,Incorrect,N/A,D,.
chain-of-thought,gpt-4,algebra,N/A,Medium,22.19,Incorrect,N/A,B,60
chain-of-thought,gpt-4,algebra,N/A,Medium,0.32,Incorrect,N/A,B,60
